id,chunk_id,label,statement,context,label_reason,subject_tags,chapter,chapter_title
102427,37,barely-true,The interview is a deceptive deepfake created solely by AI without human quotes.,ethical design and AI testing discussion,"Overreaches: passage questions deepfake concerns but states quotes are wired into dialogue and explores ethics, not claiming pure AI fabrication.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
102428,37,half-true,"The interview uses real quotes but frames them in a structured, possibly misleading AI-generated dialogue.",ethical design and AI testing of quoted dialogue,Mixes correct concern about wiring real quotes with an overreach implying the interview is definitively misleading.,"open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
102429,127,half-true,An optimizer updates neural network weights to balance steady improvement and flexibility during training.,optimizer role in handwritten digit recognition task,Describes correct optimizer purpose but glosses over specific mechanisms and hyperparameter trade-offs.,"deep-learning,frameworks,tensors",5,Deep Learning
102430,127,mostly-true,A well-tuned optimizer helps neural networks balance steady improvement with adaptive weight updates.,optimizer role in handwritten digit recognition and agent training,"Passage supports that optimizers guide weight updates for steady improvement and adaptability, omitting specific algorithms or tuning details.","deep-learning,frameworks,tensors",5,Deep Learning
102431,127,TRUE,Optimizers guide neural network weight updates to balance steady improvement and adaptability.,"optimizer role in handwritten digit recognition, weight updates",Passage explicitly describes optimizers advising weight updates to balance steady improvement and flexibility.,"deep-learning,frameworks,tensors",5,Deep Learning
102432,16,FALSE,RAG systems cannot incorporate third-party documents without risk of hidden instructions.,Retrieval-Augmented Generation (RAG) systems or plugins,Contradicts passage which states RAG systems can be exploited via indirect injection through scraped documents containing hidden instructions.,"security,red-team,guardrails",8,Breaking-Securing AI
102433,16,TRUE,Indirect instruction injection exploits documents and web content retrieved by RAG systems.,Retrieval-Augmented Generation (RAG) systems and plugins,Passage describes embedding instructions in scraped documents and web content that RAG pulls into context unnoticed.,"security,red-team,guardrails",8,Breaking-Securing AI
102434,16,TRUE,RAG systems can be exploited via indirect instruction injections embedded in retrieved documents.,Retrieval-Augmented Generation (RAG) systems and plugins,"Passage directly describes indirect injection exploiting documents scraped into RAG contexts, enabling hidden instructions.","security,red-team,guardrails",8,Breaking-Securing AI
102435,29,half-true,Backpropagation tells the optimizer exactly how to set each weight to minimize loss every step.,training process using backpropagation and optimizer,Mixes correct idea (backpropagation finds gradients) with incorrect certainty (doesn't determine exact final weight settings each step).,"deep-learning,frameworks,tensors",5,Deep Learning
102436,29,TRUE,Lower loss indicates a neural network is performing better on its training objective.,training loss and optimizer updates during backpropagation,Loss quantifies error; backpropagation computes gradients and optimizers adjust weights to reduce loss.,"deep-learning,frameworks,tensors",5,Deep Learning
102437,29,barely-true,Lower loss always guarantees better real-world performance of a neural network.,training loss and optimizer adjustments during backpropagation,Overstates relationship: training loss can drop while generalization or real-world performance worsens.,"deep-learning,frameworks,tensors",5,Deep Learning
102438,139,TRUE,Legislators proposed new laws in response to Taylor Swift deepfakes circulating online.,legal response to deepfake media and voice-cloning incidents,"News reports describe congressional calls for legislation after Taylor Swift deepfakes circulated, supporting claim.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102439,139,half-true,Some lawmakers proposed legislation to restrict celebrity voice-cloning after Taylor Swift deepfakes circulated online.,media coverage of Taylor Swift deepfakes and voice-cloning tools,Accurately links Swift deepfakes and legislative calls but overstates unanimity and specific proposed restrictions.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102440,139,TRUE,Congressional members are calling for new legislation in response to Taylor Swift deepfakes.,news report on deepfake incidents involving a public figure,"Article reports lawmakers urging new laws after Taylor Swift deepfakes, directly supporting claim.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102441,35,mostly-true,Setting random_state=42 produces a reproducible train/test split in scikit-learn code.,train/test split reproducibility using random_state parameter,Directly supported: random_state fixes the seed for consistent splits; minor caveat about library specifics omitted.,"machine-learning,classification,evaluation",4,Classical Machine Learning
102442,35,TRUE,Setting random_state=42 ensures reproducible train/test splits in experiments.,random_state parameter in train/test split,Passage explicitly states random_state=42 fixes the seed so splits are identical across runs.,"machine-learning,classification,evaluation",4,Classical Machine Learning
102443,35,pants-fire,The regression intercept of 161.7 proves the model is perfectly accurate for all adults.,"regression intercept, train/test split, random_state=42",Intercept cannot guarantee perfect accuracy; contradicts regression basics and dataset variability.,"machine-learning,classification,evaluation",4,Classical Machine Learning
102444,35,half-true,PyTorch is widely used for building and serving models across modern RAG workflows.,PyTorch usage with retrieval-augmented generation and TorchServe,"Partially accurate: PyTorch is emphasized for building and serving models, but claiming 'widely used across RAG workflows' mixes supported examples with broader generalization beyond provided instances.","open-source,community,contribution",13,Commit to Contribute
102445,35,half-true,PyTorch is the dominant framework for all modern AI retrieval and serving workflows.,model serving and RAG with PyTorch and vector databases,"Accurately notes PyTorch's broad use but overstates dominance across all retrieval, vector DB, and serving workflows.","open-source,community,contribution",13,Commit to Contribute
102446,35,barely-true,PyTorch is the only viable framework for all modern AI tasks and deployment.,tool discussion mentioning PyTorch and TorchServe,Passage praises PyTorch but notes multiple roles; claiming exclusivity is unsupported and overreaching.,"open-source,community,contribution",13,Commit to Contribute
102447,55,barely-true,Whisper-style models can perfectly recreate a speaker's voice from transcripts alone.,voice cloning using transcripts and Whisper,Overreaches: passage says transcripts enable synthetic voice creation but not perfect voice recreation; omits modeling limitations and audio data needs.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102448,55,mostly-true,Automatic transcription models like Whisper enable creating synthetic voices from recorded speech.,speech-to-text model Whisper used for voice cloning,"Passage states Whisper transcribes audio and that transcripts are used to create a synthetic version, omitting technical limits.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102449,55,TRUE,"Speech-to-text models can transcribe continuous sound into searchable, structured language.",speech-to-text model (Whisper) transcribing audio to transcripts,"Passage states Whisper converts continuous sound waves into structured, searchable text used for further processing.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102450,64,half-true,Open-source tools like Gandalf and LYNX help build defenses but may not fully prevent AI hallucinations.,"defense using tools Gandalf, LYNX, HumanLayer for prompt injection mitigation",Mixes correct claim about using Gandalf and LYNX for defenses with overstated effectiveness against all hallucinations.,"ai,open-source,builder",1,Introduction – The Gold Rush Paradox
102451,64,FALSE,Open-source tools prevent all AI prompt injection and hallucination failures.,"using open tools such as Gandalf, LYNX, and HumanLayer",Contradicts passage by claiming complete prevention; passage says tools help build defenses after understanding failures.,"ai,open-source,builder",1,Introduction – The Gold Rush Paradox
102452,64,FALSE,Open-source tool Gandalf is proven to eliminate all AI prompt injection vulnerabilities.,open tools Gandalf and HumanLayer for defenses,"Contradicts passage: Gandalf listed as a defense tool, not claimed to fully eliminate prompt injection vulnerabilities.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
102453,107,half-true,Hugging Face tokens can be created with default scopes via the account settings token page.,Hugging Face access token page (huggingface.co/settings/tokens),"Partly correct: instructions mention creating a new token with defaults, but omits scope/security tradeoffs and required consent.","ai,tool-chain,notebooks",2,AI Survival Kit
102454,107,barely-true,Hugging Face tokens must be purchased to access model endpoints.,tool: Hugging Face access token instructions,"Contradicts passage instructions: tokens are free and generated via account settings, not purchased.","ai,tool-chain,notebooks",2,AI Survival Kit
102455,107,FALSE,Hugging Face tokens must be purchased before use.,Hugging Face access token generation (tool),Contradicts passage; tokens are free and created via +Create New Token in account settings.,"ai,tool-chain,notebooks",2,AI Survival Kit
102456,116,TRUE,Autoregressive models generate tokens sequentially using past context to decide each next token.,"autoregressive language models in NLP (GPT-3, GPT-4, machine translation)","Passage states models use past context and a sequential process, citing GPT-3/GPT-4 and translation.","generative-ai,diffusion,gans",7,Generative AI
102457,116,barely-true,"Generative models always operate autoregressively, predicting one token strictly from past context.",autoregressive language models and token prediction,Overreach: passage states many models use past context but ignores non-autoregressive diffusion or GAN approaches.,"generative-ai,diffusion,gans",7,Generative AI
102458,116,mostly-true,"Autoregressive models generate outputs token-by-token using past context, enabling coherent results.","autoregressive language models, token sequencing",Supported by passage that models use past context sequentially; omits occasional non-autoregressive approaches.,"generative-ai,diffusion,gans",7,Generative AI
102459,93,barely-true,The Crew runs autonomously to completion without any human intervention by default.,Crew process and Agent control in crewai example,"Passage asserts crews run to completion and AI infers outcomes, but omits configurable interrupts and human-in-the-loop options.","agentic-ai,planning,tools",12,Agentic AI
102460,93,mostly-true,The Crew can autonomously run a sequence of agent tasks to completion without human intervention.,Crew process coordinating Agent tasks and Task delegation,"Passage describes a Crew managing task delegation and running to completion autonomously, though later caveat about overrides omitted.","agentic-ai,planning,tools",12,Agentic AI
102461,93,half-true,The Crew runs tasks to completion by default without further external triggers.,Crew process and agent-controlled task delegation in the crewai example,"Correct that crews proceed automatically in example, but overstates unconditional autonomy and ignores configurable stoppage or human intervention options.","agentic-ai,planning,tools",12,Agentic AI
102462,106,half-true,An added Judge agent independently evaluates player responses using tools and structured prompts.,"multi-agent design involving Game Master, players, tools, and prompt structure","Partly correct: passage suggests adding a Judge and tools, but doesn't confirm independent evaluation implementation.","agentic-ai,planning,tools",12,Agentic AI
102463,106,mostly-true,The passage describes expanding multi-agent roles with tools and structured interactions for better evaluation.,"agent roles, tools, prompt structure, data flow","Broadly supported: text shows adding tools, a Judge, and shaping agent interactions, omitting implementation caveats.","agentic-ai,planning,tools",12,Agentic AI
102464,106,half-true,Giving the Game Master a current‑events tool always improves trivia generation quality.,"agent roles and tool integration (Game Master, tools, prompt structure)",Tool use can help but passage only suggests questioning it; blanket 'always improves' overstates benefits and tradeoffs.,"agentic-ai,planning,tools",12,Agentic AI
102465,185,TRUE,A learning rate of 0.001 generally provides stable optimization steps for training neural networks.,learning rate in optimizer for neural network training,Passage explicitly endorses 0.001 as balancing steady progress without overshooting during optimization.,"deep-learning,frameworks,tensors",5,Deep Learning
102466,185,mostly-true,A learning rate of 0.001 is generally a good default for training neural networks with cross-entropy loss.,optimizer hyperparameter for models using nn.CrossEntropyLoss and classification tasks,"Recommendation aligns with guidance in passage but omits dataset, architecture, and optimizer-specific tuning caveats.","deep-learning,frameworks,tensors",5,Deep Learning
102467,185,FALSE,A learning rate of 0.1 is recommended for stable training with cross-entropy classification.,learning rate for optimizer while using nn.CrossEntropyLoss(),Contradicts passage recommending 0.001 as balanced; 0.1 would likely overshoot and destabilize training.,"deep-learning,frameworks,tensors",5,Deep Learning
102468,92,half-true,A fixed 0.7 threshold reliably prevents adversarial prompts without further tuning.,threshold tuning for adversarial prompts and model output filtering,Mixes correct emphasis on a 0.7 threshold with incorrect claim it needs no extensive testing or periodic retraining.,"security,red-team,guardrails",8,Breaking-Securing AI
102469,92,half-true,Intelligent filtering with a 0.7 threshold reliably prevents most hallucinations in deployed models.,hallucination detection and intelligent filtering threshold,Partially true: filtering helps but 0.7 is tentative and requires extensive testing and retraining per passage.,"security,red-team,guardrails",8,Breaking-Securing AI
102470,92,TRUE,Intelligent filtering and retraining with adversarial prompts improve model robustness against hallucinations.,threshold tuning and adversarial prompts for hallucination detection,"Passage recommends testing a 0.7 threshold, periodic retraining, and intelligent filtering to reduce hallucinations.","security,red-team,guardrails",8,Breaking-Securing AI
102471,99,TRUE,A second model instance can serve as a Reviewer to check an initial model's answer for plausibility.,two-model Colab implementation using an open model Reviewer,Passage describes handing generated output to a second instance called the Reviewer to assess plausibility and accuracy.,"security,red-team,guardrails",8,Breaking-Securing AI
102472,99,half-true,Using two model instances can simulate a simple fact-checking layer for generated responses.,Reviewer model simulating hallucination checking with an open model instance,"Accurate about layered simulation, but overstates effectiveness—method doesn't catch every factual error or deep hallucinations.","security,red-team,guardrails",8,Breaking-Securing AI
102473,99,half-true,Using a second model Reviewer reliably detects most hallucinations from the first model instance.,two-instance Reviewer fact-checking setup,Mixes correct layered review idea with incorrect confidence: Reviewer helps but won't reliably detect most hallucinations.,"security,red-team,guardrails",8,Breaking-Securing AI
102474,78,TRUE,"Larger, more diverse datasets generally produce smoother, more natural results.",dataset processing with tokenized audio and speaker embeddings,"Passage explicitly states larger, diverse datasets yield smoother, more natural results and mentions tokenization and embeddings.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102475,78,barely-true,"Larger, more diverse datasets always produce more natural speech in voice-cloning models.",dataset size and speaker embeddings for voice cloning,"Overreaches by asserting inevitability; passage says they usually, not always, yield smoother results.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102476,78,half-true,"Larger, diverse audio-text datasets always produce more natural deepfake audio outputs.",dataset size and preprocessing steps for audio+text tokenization,"Correct that larger datasets often improve naturalness, but 'always' overstates certainty and ignores preprocessing limits like speaker embeddings.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102477,126,TRUE,Optimizers adjust network weights and biases based on calculated gradients.,"optimizer role in deep learning training (gradients, weights, biases)",Passage describes optimizers managing weight and bias updates using gradients to minimize loss and improve predictions.,"deep-learning,frameworks,tensors",5,Deep Learning
102478,126,half-true,Optimizers update neural network weights using gradients to minimize loss during training.,optimizers and gradients in deep learning,"Correctly states optimizers use gradients to update weights and minimize loss, but omits specific algorithms or mechanics.","deep-learning,frameworks,tensors",5,Deep Learning
102479,126,TRUE,Optimizers update neural network weights and biases to minimize loss during training.,"optimizers in neural network training (gradients, weights, biases)",Directly supported by passage describing optimizers using gradients to update weights and reduce loss.,"deep-learning,frameworks,tensors",5,Deep Learning
102480,105,half-true,A circulated 2024 celebrity deepfake falsely depicted Taylor Swift endorsing a political candidate.,video manipulation example; deepfake videos on social media,Accurately cites a reported 2024 celebrity deepfake but implies broad circulation and impact without evidence.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102481,105,FALSE,No convincing celebrity deepfake videos circulated on social media in early 2024.,deepfake videos featuring celebrities on social media,"Passage explicitly mentions convincing celebrity deepfakes in early 2024, including a Taylor Swift example.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102482,105,FALSE,Deepfake videos have never targeted celebrities or political topics in 2024.,video manipulation examples mentioning deepfake videos,"Contradicts passage which cites convincing celebrity deepfakes in early 2024, including a false Taylor Swift endorsement.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
102483,165,barely-true,The example shows masking phone numbers and adding Laplace noise to ages for anonymization.,data masking and differential privacy on a health records dataset,"Partly accurate: masking and Laplace noise are shown, but impact on model accuracy and privacy guarantees are not fully demonstrated.","data-prep,feature-engineering,rag",3,Prepping Data for AI
102484,165,barely-true,The example proves differential privacy always preserves model accuracy while anonymizing ages.,data masking and differential privacy example using age and phone fields,Contradicts passage warning that added noise can impact model accuracy and requires testing.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
102485,165,half-true,The example mixes correct masking with an oversimplified description of differential privacy's guarantees.,data masking and differential privacy on age and phone fields,"Masking shown correctly, but Laplace noise example omits formal DP parameters and formal privacy guarantees.","data-prep,feature-engineering,rag",3,Prepping Data for AI
102486,81,half-true,The authors provide notebooks and a Colab Securing AI Notebook to build an intelligent defense gateway.,"Securing AI Notebook, GitHub repository, defense gateway architecture","Partly correct: notebooks and Colab link exist, but claim mixes precise architectural guidance with implied completeness.","security,red-team,guardrails",8,Breaking-Securing AI
102487,114,barely-true,Embeddings always retrieve perfectly relevant documents for any user prompt.,retrieval using embeddings in RAG systems,Overstates capability; passage explains embedding search returns similar matches but not guaranteed perfect relevance.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
102488,114,half-true,Embeddings always retrieve perfectly relevant context for RAG prompts without needing filtering.,retrieval-augmented generation using embeddings,Mixes truth about embeddings enabling retrieval with incorrect claim that filtering or relevance scoring isn’t needed.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
102489,114,half-true,Embedding search always retrieves perfectly relevant data for retrieval-augmented generation workflows.,embedding search for RAG in dataset retrieval,Mixes correct mechanism (embeddings used for retrieval) with incorrect certainty that matches are always perfectly relevant.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
102490,49,mostly-true,"The prompt template abstraction makes agent outputs more consistent, reproducible, and adaptable.",prompt template abstraction for agentic AI and dynamic input,"Passage explicitly cites consistency, dynamic input, and reproducibility but omits potential limitations or edge cases.","agentic-ai,planning,tools",12,Agentic AI
102491,49,FALSE,The prompt template abstraction makes agent outputs entirely deterministic and non-random.,prompt template abstraction for agent prompts,Contradicts passage: abstraction reduces randomness but does not make outputs entirely deterministic.,"agentic-ai,planning,tools",12,Agentic AI
102492,49,mostly-true,The prompt template abstraction generally makes agent outputs more consistent and reproducible with dynamic inputs.,"prompt template abstraction, variable substitution, reproducibility","Passage describes structured prompts enforcing consistency, dynamic variable substitution, and improved reproducibility, omitting potential limitations.","agentic-ai,planning,tools",12,Agentic AI
102493,66,FALSE,The passage argues open-source contributions are unnecessary for AI development success.,open collaboration and community effort in AI,"Contradicts passage emphasis on shared tools, transparency, and community being central to AI growth.","open-source,community,contribution",13,Commit to Contribute
102494,66,half-true,Open collaboration alone ensured AI growth through shared tools and community effort.,"open collaboration, shared tools, community effort",Mixes correct points about shared tools and community with incorrect causal certainty that collaboration alone ensured AI growth.,"open-source,community,contribution",13,Commit to Contribute
102495,66,TRUE,The passage argues that AI advancement relies on open collaboration and community contributions.,"open collaboration, shared tools, community effort","Directly supported by phrase listing shared tools, transparent choices, and community effort driving AI growth.","open-source,community,contribution",13,Commit to Contribute
102496,182,barely-true,Synthetic datasets fully preserve real-world statistical properties for safe model training.,synthetic data for dataset creation in data-prep,"Overstates reliability: passage warns synthetic data can miss nuances (gender, age) and depends on generator quality.","data-prep,feature-engineering,rag",3,Prepping Data for AI
102497,182,barely-true,Synthetic data reliably prevents all privacy risks when used for model training.,synthetic data for datasets and model training,Overstates protection: passage notes synthetic data reduces but does not eliminate privacy risks and can introduce issues.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
102498,182,half-true,Synthetic data reliably preserves all demographic nuances for safe model training in healthcare.,synthetic data for datasets and model training,"Overstates reliability: synthetic data can protect privacy but may miss demographic nuances like gender or age, risking unintended effects.","data-prep,feature-engineering,rag",3,Prepping Data for AI
102499,46,TRUE,Hugging Face model names and versions can change over time.,model management for Hugging Face models,"Passage explicitly warns that Hugging Face models can change names, be replaced, or move versions.","data-prep,feature-engineering,rag",3,Prepping Data for AI
102500,46,TRUE,Hugging Face models can change names or be replaced over time.,model versions and naming on Hugging Face,"Passage explicitly warns that Hugging Face models may change names, be replaced, or move versions.","data-prep,feature-engineering,rag",3,Prepping Data for AI
102501,46,barely-true,Hugging Face model names are stable and never change across versions.,Hugging Face models and versioning in dataset/model management,"Contradicts passage noting models can change names, be replaced, or move versions; overstates stability.","data-prep,feature-engineering,rag",3,Prepping Data for AI
102502,68,barely-true,ONNX Runtime provides a unified inference API identical across major deep-learning frameworks.,ONNX Runtime model portability for PyTorch and Keras,Overstates exact identity: passage shows similar APIs but omits framework-specific conversion caveats and limits.,"deep-learning,frameworks,tensors",5,Deep Learning
102503,68,mostly-true,ONNX enables exporting models from PyTorch for portable inference across runtimes.,model export and inference using ONNX Runtime,Supported by examples showing torch.onnx.export and identical onnxruntime inference across frameworks.,"deep-learning,frameworks,tensors",5,Deep Learning
102504,68,mostly-true,ONNX enables easy model portability and consistent inference across deep-learning frameworks.,ONNX export and ONNX Runtime for PyTorch and Keras models,"Passage shows exporting PyTorch/Keras to ONNX and identical ONNX Runtime inference API, minor deployment caveats omitted.","deep-learning,frameworks,tensors",5,Deep Learning
102505,43,TRUE,Regularization and logging tools improve model robustness and accountability in ML workflows.,"weight decay in PyTorch; MLflow, TensorBoard, TFX, Kubeflow tools","Passage explicitly cites weight decay, MLflow/TensorBoard, and TFX/Kubeflow as supporting robustness and accountability.","ethics,governance,privacy",11,AI Ethics and Governance
102506,43,barely-true,Regularization alone guarantees prevention of spurious correlations in models.,regularization and weight decay in PyTorch,Overstates effectiveness: passage says regularization helps but doesn't guarantee prevention.,"ethics,governance,privacy",11,AI Ethics and Governance
102507,43,mostly-true,Regularization and logging practices largely ensure model reliability and reproducibility in ML pipelines.,"regularization, MLflow, torch.save, TFX","Supported by mention of weight decay, MLflow/TensorBoard logging, torch.save, and TFX, but omits limits of regularization and monitoring.","ethics,governance,privacy",11,AI Ethics and Governance
102508,99,FALSE,Green Arrow and Darth Vader are grouped together in the same cluster.,hero clustering using similarity scores,Contradicts passage: Green Arrow is in the broad cluster while Darth Vader is in the cosmic cluster.,"machine-learning,classification,evaluation",4,Classical Machine Learning
102509,99,half-true,The Kryptonian cluster is the most cohesive cluster with a 0.49 internal similarity score.,cluster cohesion using internal similarity metric,"Correct about Kryptonian cluster and 0.49 score, but overstates 'most cohesive' without comparing all clusters' exact scores.","machine-learning,classification,evaluation",4,Classical Machine Learning
102510,86,barely-true,Most deep learning frameworks require input normalization to mean 0 and standard deviation 1.,input normalization for deep learning frameworks,Overreaches: frameworks commonly expect normalized inputs but do not strictly require mean 0 and std 1.,"deep-learning,frameworks,tensors",5,Deep Learning
102511,86,barely-true,Deep learning frameworks always require input data normalized to mean 0 and standard deviation 1.,input normalization for deep learning frameworks,"Overreaches: frameworks commonly assume normalized inputs, but 'always require' and exact mean/std=1 is unsupported.","deep-learning,frameworks,tensors",5,Deep Learning
102512,86,half-true,Most deep learning frameworks require input data normalized to mean 0 and standard deviation 1.,input normalization for deep learning frameworks and BatchNorm,"Partially correct: frameworks expect normalized inputs, but 'require' and exact mean/std=1 is overstated and missing common preprocessing variations.","deep-learning,frameworks,tensors",5,Deep Learning
102513,85,barely-true,A lightweight classifier can perfectly block all prompt injections before they reach the main model.,injection detector classifier used as a gatekeeper,Overclaims effectiveness; passage says detector filters and flags prompts but not perfect blocking or complete prevention.,"security,red-team,guardrails",8,Breaking-Securing AI
102514,85,half-true,A lightweight injection classifier can pre-filter prompts before they reach the main language model.,inference pipeline using Hugging Face pipelines and a trained classifier,Mixes correct pipeline use and gatekeeper role with unclear detection reliability and evaluation details omitted.,"security,red-team,guardrails",8,Breaking-Securing AI
102515,85,mostly-true,A lightweight classifier can filter prompts before they reach a chatbot's main language model.,training a lightweight injection detector using Hugging Face Trainer,"Passage describes training and using a classifier as a gatekeeper to score and flag bypassing prompts, omitting deployment scale caveats.","security,red-team,guardrails",8,Breaking-Securing AI
102516,124,half-true,A fixed learning rate often causes initial fast learning but then prevents final convergence in deep learning.,"learning rate schedulers, optimizer, convergence","Correctly notes fast initial learning and need for smaller steps, but overstates that fixed rates always prevent convergence; schedulers automate adjustments.","deep-learning,frameworks,tensors",5,Deep Learning
102517,124,mostly-true,Learning rate schedulers typically reduce step sizes during training to help models converge.,learning rate schedulers in optimization for model training,"Passage explains schedulers automate reducing learning rates as models get closer to convergence, omitting scheduler types and exceptions.","deep-learning,frameworks,tensors",5,Deep Learning
102518,124,mostly-true,Learning rate schedulers help models take larger initial steps and smaller steps near convergence.,learning rate schedulers in deep-learning training,"Passage describes automated schedule for larger early updates and smaller steps as model nears convergence, omitting scheduler types and specific algorithms.","deep-learning,frameworks,tensors",5,Deep Learning
102519,112,mostly-true,A red team simulates intelligent adversaries to find and document vulnerabilities in AI systems.,security role description for AI red team,"Directly described in passage: offensive group performs controlled testing and documents exploits, minor omitted scope.","security,red-team,guardrails",8,Breaking-Securing AI
102520,112,barely-true,Red teams always find all vulnerabilities in AI systems during controlled testing.,role description for Red Team in security practice,"Overreaches: passage says Red Team simulates adversary and finds vulnerabilities, not that they find all issues.","security,red-team,guardrails",8,Breaking-Securing AI
102521,112,barely-true,Red teams alone can fully secure AI systems against intelligent adversaries.,role description for Red Team offensive security,"Overstates role: passage says Red Team simulates adversaries and finds vulnerabilities, not that they alone secure systems.","security,red-team,guardrails",8,Breaking-Securing AI
102522,129,FALSE,Good optimizers typically cause loss to explode and worsen digit predictions during training.,optimizer behavior in deep-learning training,"Contradicts passage: optimizers are described as preventing exploding loss and stabilizing predictions, not causing worsening updates.","deep-learning,frameworks,tensors",5,Deep Learning
102523,129,barely-true,A poor optimizer makes a deep learning model increasingly misclassify digits with growing confidence.,optimizer behavior in digit classification training,Passage describes exploding loss and wildly swinging weight updates causing confident misclassification during training.,"deep-learning,frameworks,tensors",5,Deep Learning
102524,129,barely-true,Vanishing gradients cause neural networks to become confidently wrong about digit labels.,optimizer behavior and loss explosion in deep learning training,"Passage describes exploding updates causing confident misclassification, but attributes to optimizer issues not vanishing gradients specifically.","deep-learning,frameworks,tensors",5,Deep Learning
102525,12,half-true,"A single training step on a small MNIST subset produces meaningful, generalizable convolutional filters.",visualizing conv1 filters and activations from MNIST with a SimpleCNN,"Correct that initial filters form patterns, but claim overstates generalizability after one training step on 64 images.","neural-networks,cnn,transformers",6,Neuron Building Blocks
102526,12,barely-true,A single training step on 64 MNIST images fully trains useful convolutional filters for classification.,SimpleCNN training on MNIST subset and conv1 filters,Contradicts passage: only one step on 64 images is described as barely enough to learn anything useful.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
102527,12,TRUE,A simple CNN learns early convolutional filters and activations after a single training step on MNIST.,SimpleCNN on MNIST conv1 filters and activations,"Example shows conv1 weights and activations plotted after one training step, demonstrating early learned features.","neural-networks,cnn,transformers",6,Neuron Building Blocks
102528,39,mostly-true,Adversaries can plant training-data poisoning backdoors that subtly bias deployed models.,poisoning training data; backdoors; model failure modes,"Passage describes poisoning inserting backdoors and false associations, warning of hard-to-detect model biases.","security,red-team,guardrails",8,Breaking-Securing AI
102529,39,half-true,Poisoning training data can insert backdoors and induce brittle failure modes in models.,training data poisoning and backdoors in model security,Accurately notes backdoors and brittleness but omits difficulty of pinpointing specific poisoned tokens.,"security,red-team,guardrails",8,Breaking-Securing AI
102530,39,mostly-true,Poisoning training data can insert backdoors and brittle failure modes into a model.,training data poisoning and backdoors in model guardrails,Passage directly describes poisoning inserting backdoors and nudging models toward brittle failure modes.,"security,red-team,guardrails",8,Breaking-Securing AI
102531,21,half-true,Running earlier notebook cells always prevents development environment errors.,"notebook execution, play button, code cell workflow",Partially correct: skipping cells often causes errors but some errors arise from environment or dependencies not just missed cells.,"ai,tool-chain,notebooks",2,AI Survival Kit
102532,21,barely-true,The notebook setup rarely requires troubleshooting beyond rerunning missed cells.,notebooks; development environment setup,Overreaches the passage: it implies rarity of issues while passage only warns missed cells often cause errors.,"ai,tool-chain,notebooks",2,AI Survival Kit
102533,21,barely-true,The notebook requires running earlier code cells before executing later ones to avoid errors.,"notebooks development environment, code cells","Passage indicates errors likely arise from not running previous code cells, so claim is largely supported but obvious.","ai,tool-chain,notebooks",2,AI Survival Kit
102534,3,TRUE,Building an AI personally increases trust because creators know its data and code.,building your own AI; data and code transparency,"Directly supported by passage claiming knowing data, code, and makers reduces mystery and risk.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
102535,3,pants-fire,All open-source AI builders always ensure absolute trust by fully revealing every dataset and code detail.,building your own AI; data and code transparency,"Passage claims knowing ingredients increases trust, but absolute, universal full revelation is implausible and contradicted by practical limits and privacy.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
102536,3,TRUE,"Knowing an AI's data, code, and choices increases trust in systems built by the user.","builder knowing data, code, and reasoning","Directly supported: passage says understanding data, code, and reasoning reduces mystery and increases trust.","ai,open-source,builder",1,Introduction – The Gold Rush Paradox
102537,104,TRUE,Feature selection should align chosen predictors with the model's intended questions.,feature selection for customer engagement score and OPR/SDR,"Passage states job is selecting features to match model questions, citing engagement score and OPR/SDR trade-offs.","data-prep,feature-engineering,rag",3,Prepping Data for AI
102538,104,TRUE,Feature selection should align with the specific questions the model needs to answer.,"feature selection for customer engagement score and features like OPR, SDR","Directly supported by passage emphasizing choosing features that match the model's intended questions (OPR, SDR).","data-prep,feature-engineering,rag",3,Prepping Data for AI
102539,104,pants-fire,The engagement score directly measures model accuracy on OPR and SDR tasks.,"customer engagement score blending clicks, purchases, time on site",Claim contradicts passage: engagement score blends signals and does not directly measure model accuracy on OPR or SDR.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
